,Time,SunDist,EarthDist,Phase
198,212380979999.9999694824218750,40537429202983.5000000000000000,39804899298149.9843750000000000,0.3664214044806975
199,212380980300.0000305175781250,40538498852363.5937500000000000,39806828598676.7500000000000000,0.3664074418466816
200,212380980600.0000000000000000,40539568496051.8984375000000000,39808757888321.5937500000000000,0.3663952245419176
201,212380980900.0000000000000000,40540638134063.3046875000000000,39810687167082.5937500000000000,0.3663812619079017
202,212380981199.9999694824218750,40541707766382.8984375000000000,39812616434957.5000000000000000,0.3663690446031377
203,212380981500.0000305175781250,40542777393025.6015625000000000,39814545691944.5312500000000000,0.3663568272983738
204,212380981800.0000305175781250,40543847013976.5000000000000000,39816474938040.7031250000000000,0.3663428646643578
205,212380982100.0000000000000000,40544916629250.5000000000000000,39818404173245.5703125000000000,0.3663306473595938
206,212380982399.9999694824218750,40545986238847.6015625000000000,39820333397556.3125000000000000,0.3663184300548298
207,212380982699.9999694824218750,40547055842752.9062500000000000,39822262610970.9687500000000000,0.3663044674208139
208,212380983000.0000305175781250,40548125440966.3984375000000000,39824191813487.4687500000000000,0.3662922501160499
209,212380983300.0000000000000000,40549195033503.0000000000000000,39826121005103.7265625000000000,0.3662800328112860
210,212380983600.0000000000000000,40550264620362.6953125000000000,39828050185817.8125000000000000,0.3662660701772700
211,212380983899.9999694824218750,40551334201545.5000000000000000,39829979355626.7343750000000000,0.3662538528725061
212,212380984200.0000305175781250,40552403777036.5000000000000000,39831908514530.1875000000000000,0.3662398902384901
213,212380984500.0000305175781250,40553473346835.6953125000000000,39833837662525.3515625000000000,0.3662276729337262
214,212380984800.0000000000000000,40554542910972.9062500000000000,39835766799610.1484375000000000,0.3662154556289622
215,212380985099.9999694824218750,40555612469418.2968750000000000,39837695925782.4765625000000000,0.3662014929949463
216,212380985399.9999694824218750,40556682022186.7968750000000000,39839625041040.5625000000000000,0.3661892756901823
217,212380985700.0000305175781250,40557751569278.3984375000000000,39841554145381.2656250000000000,0.3661770583854183
218,212380986000.0000000000000000,40558821110678.1953125000000000,39843483238804.1406250000000000,0.3661630957514024
219,212380986300.0000000000000000,40559890646401.1015625000000000,39845412321306.6562500000000000,0.3661508784466384
220,212380986599.9999694824218750,40560960176447.1015625000000000,39847341392886.5781250000000000,0.3661386611418744
221,212380986900.0000305175781250,40562029700816.2031250000000000,39849270453541.8281250000000000,0.3661246985078584
222,212380987200.0000305175781250,40563099219493.5000000000000000,39851199503270.5937500000000000,0.3661124812030945
223,212380987500.0000000000000000,40564168732508.8046875000000000,39853128542069.9296875000000000,0.3660985185690785
224,212380987799.9999694824218750,40565238239832.2968750000000000,39855057569939.2109375000000000,0.3660863012643146
225,212380988099.9999694824218750,40566307741478.8984375000000000,39856986586875.9140625000000000,0.3660740839595507
226,212380988400.0000305175781250,40567377237448.6015625000000000,39858915592877.8125000000000000,0.3660601213255347
227,212380988700.0000000000000000,40568446727741.3984375000000000,39860844587942.9531250000000000,0.3660479040207707
228,212380989000.0000000000000000,40569516212357.2968750000000000,39862773572069.2656250000000000,0.3660356867160068
229,212380989299.9999694824218750,40570585691296.2968750000000000,39864702545254.7968750000000000,0.3660217240819908
230,212380989600.0000305175781250,40571655164558.3984375000000000,39866631507496.7343750000000000,0.3660095067772269
231,212380989900.0000305175781250,40572724632143.5937500000000000,39868560458794.4687500000000000,0.3659972894724629
232,212380990200.0000000000000000,40573794094051.8984375000000000,39870489399145.3281250000000000,0.3659833268384470
233,212380990499.9999694824218750,40574863550283.2968750000000000,39872418328547.2109375000000000,0.3659711095336829
234,212380990799.9999694824218750,40575933000837.7968750000000000,39874347246998.0468750000000000,0.3659571468996670
235,212380991100.0000305175781250,40577002445715.3984375000000000,39876276154496.0468750000000000,0.3659449295949030
236,212380991400.0000000000000000,40578071884916.1015625000000000,39878205051038.0703125000000000,0.3659327122901391
237,212380991700.0000000000000000,40579141318439.9062500000000000,39880133936623.8281250000000000,0.3659187496561231
238,212380991999.9999694824218750,40580210746286.7968750000000000,39882062811250.6328125000000000,0.3659065323513592
239,212380992300.0000305175781250,40581280168471.6953125000000000,39883991674916.1015625000000000,0.3658943150465953
240,212380992600.0000305175781250,40582349584964.7968750000000000,39885920527618.6015625000000000,0.3658803524125793
241,212380992900.0000000000000000,40583418995795.8984375000000000,39887849369355.7421875000000000,0.3658681351078154
242,212380993199.9999694824218750,40584488400950.1015625000000000,39889778200124.9921875000000000,0.3658559178030514
243,212380993499.9999694824218750,40585557800427.3984375000000000,39891707019925.9062500000000000,0.3658419551690354
244,212380993800.0000305175781250,40586627194227.7968750000000000,39893635828755.3593750000000000,0.3658297378642714
245,212380994100.0000000000000000,40587696582366.1953125000000000,39895564626611.5546875000000000,0.3658157752302555
246,212380994400.0000000000000000,40588765964812.8046875000000000,39897493413492.5546875000000000,0.3658035579254915
247,212380994699.9999694824218750,40589835341597.3984375000000000,39899422189396.1406250000000000,0.3657913406207276
248,212380995000.0000305175781250,40590904712720.0000000000000000,39901350954319.4609375000000000,0.3657773779867116
249,212380995300.0000305175781250,40591974078150.7968750000000000,39903279708262.3750000000000000,0.3657651606819477
250,212380995600.0000000000000000,40593043437919.6015625000000000,39905208451221.7500000000000000,0.3657529433771837
251,212380995899.9999694824218750,40594112792026.3984375000000000,39907137183195.6640625000000000,0.3657389807431677
252,212380996199.9999694824218750,40595182140441.3984375000000000,39909065904182.0078125000000000,0.3657267634384038
253,212380996500.0000305175781250,40596251483194.3984375000000000,39910994614179.0156250000000000,0.3657145461336399
254,212380996800.0000000000000000,40597320820285.3984375000000000,39912923313184.4375000000000000,0.3657005834996239
255,212380997100.0000000000000000,40598390151684.6015625000000000,39914852001195.4453125000000000,0.3656883661948599
256,212380997399.9999694824218750,40599459477436.7031250000000000,39916780678211.7500000000000000,0.3656744035608439
257,212380997700.0000305175781250,40600528797497.0000000000000000,39918709344230.5078125000000000,0.3656621862560800
258,212380998000.0000305175781250,40601598111910.2031250000000000,39920637999249.4921875000000000,0.3656499689513160
